#	total_answers	correct_answers	cloze_probability	sentential_context	key
164	128	95	0.7422	The drummer keeps the	beat
165	128	120	0.9375	Pigs are colored	pink
166	129	96	0.7442	She cooks in the	kitchen
167	129	125	0.9690	Prisoners walk with a ball and	chain
168	129	124	0.9612	My dad chops wood with an	axe
169	129	124	0.9612	He liked to sit on the park	bench
170	128	115	0.8984	There are eight legs on a	spider
171	129	121	0.9380	Bats live in	caves
172	128	110	0.8594	In art class we mold	clay
173	129	128	0.9922	Quack goes the	duck
174	129	103	0.7984	She woke up after a bad	dream
175	128	63	0.4922	I love chips and	dip
176	128	105	0.8203	The brave man had no	fear
177	128	105	0.8203	The farmer's animals live in the	barn
178	128	120	0.9375	She eats corn on the	cob
179	129	129	1.0000	Santa lives at the north	pole
180	129	123	0.9535	The angry boys got in a	fight
181	129	121	0.9380	He called Helen on the	phone
182	129	119	0.9225	I play with my best	friend
183	127	113	0.8898	She swatted the	fly
184	129	95	0.7364	The girl gained	weight
185	129	107	0.8295	His dad watches the football	game
186	129	119	0.9225	Cows live on a	farm
187	129	88	0.6822	The boat floats on the	water
188	129	123	0.9535	His guitar had a broken	string
189	129	95	0.7364	He screwed off the bottle	cap
190	129	126	0.9767	Three strikes and you are	out
191	129	84	0.6512	The old man walked with a	cane
192	128	75	0.5859	My parents fold my	clothes
193	129	121	0.9380	He had an itchy bug	bite
194	129	125	0.9690	Bald people do not have	hair
195	128	116	0.9063	I punched the bag with my	fist
196	128	109	0.8516	The detectives found many	clues
197	128	126	0.9844	My sister plays with Barbie	dolls
198	126	114	0.9048	Sharks have a tail	fin
199	129	121	0.9380	Tom replaced the light	bulb
200	128	125	0.9766	The Jell-O had to chill in the	fridge
201	129	127	0.9845	For breakfast she has bacon and	eggs
202	129	20	0.1550	The water balloon was so full it	popped
203	129	122	0.9457	Ballerinas are great	dancers
204	129	93	0.7209	The opposite of mean is	nice
205	129	122	0.9457	He shut the	door
206	128	92	0.7188	He eats his ice cream on a	cone
207	129	122	0.9457	On the boat my dad caught a	fish
208	129	106	0.8217	This year he has grown two	inches
209	129	109	0.8450	The woods are where bears	live
210	129	105	0.8140	The toy broke and needed to be	fixed
211	129	128	0.9922	The biggest animals in the sea are	whales
212	129	126	0.9767	Not telling the truth is telling a	lie
213	129	103	0.7984	After summer is	fall
214	129	123	0.9535	A thief likes to	steal
215	129	103	0.7984	Jeff is too cool for	school
216	128	78	0.6094	The Museum showed dinosaur	bones
217	129	109	0.8450	I cheated on the	test
218	129	121	0.9380	Mom filled up her gas	tank
219	129	125	0.9690	I hear with my	ears
220	129	109	0.8450	He was pulled over by a	cop
221	129	115	0.8915	A princess lives in a	castle
